"Result","Competitor","Nat","Venue","Date","Gender","Event","StateDope"
"72.32","Martina Hellmann","GDR","Leipzig","1984-07-13","women","discus-throw","GDR"
"72.32","Diana Sachse-Gansky","GDR","Schwerin","1987-06-03","women","discus-throw","GDR"
"72.36","Diana Sachse-Gansky","GDR","Potsdam","1987-05-21","women","discus-throw","GDR"
"72.38","Diana Sachse-Gansky","GDR","Berlin","1987-08-25","women","discus-throw","GDR"
"72.44","Diana Sachse-Gansky","GER","Potsdam","1987-07-07","women","discus-throw","NULL"
"72.52","Martina Hellmann","GDR","Frohburg","1986-06-15","women","discus-throw","GDR"
"72.52","Tsvetanka Khristova","BUL","Budapest","1986-08-11","women","discus-throw","NULL"
"72.54","Diana Sachse-Gansky","GDR","Rostock","1988-06-25","women","discus-throw","GDR"
"72.70","Ilke Wyludda","GDR","Karl-Marx-Stadt","1988-07-15","women","discus-throw","GDR"
"72.72","Ilke Wyludda","GDR","Neubrandenburg (Jahn Sportpark)","1989-06-23","women","discus-throw","GDR"
"72.78","Gabriele Reinsch","GDR","Berlin","1988-06-29","women","discus-throw","GDR"
"72.78","Martina Hellmann","GER","Neubrandenburg (Jahn Sportpark)","1987-06-11","women","discus-throw","NULL"
"72.90","Daniela Costian","ROU","Bucuresti","1988-05-14","women","discus-throw","NULL"
"72.92","Martina Hellmann","GDR","Potsdam","1987-08-20","women","discus-throw","GDR"
"72.94","Diana Sachse-Gansky","GDR","Neubrandenburg (Jahn Sportpark)","1988-07-09","women","discus-throw","GDR"
"72.96","Galina Savinkova","URS","Erfurt","1985-06-23","women","discus-throw","NULL"
"73.04","Diana Sachse-Gansky","GDR","Potsdam","1987-06-06","women","discus-throw","GDR"
"73.04","Ilke Wyludda","GDR","Gateshead","1989-08-05","women","discus-throw","GDR"
"73.10","Gisela Beyer","GDR","Berlin","1984-07-20","women","discus-throw","GDR"
"73.22","Tsvetanka Khristova","BUL","Kazanlak","1987-04-19","women","discus-throw","NULL"
"73.24","Diana Sachse-Gansky","GDR","Leipzig","1987-05-29","women","discus-throw","GDR"
"73.26","Diana Sachse-Gansky","GDR","Neubrandenburg (Jahn Sportpark)","1986-06-06","women","discus-throw","GDR"
"73.26","Galina Savinkova","URS","Leselidze","1983-05-21","women","discus-throw","NULL"
"73.28","Galina Savinkova","URS","Donetsk","1984-09-08","women","discus-throw","NULL"
"73.32","Diana Sachse-Gansky","GDR","Neubrandenburg (Jahn Sportpark)","1987-06-11","women","discus-throw","GDR"
"73.36","Irina Meszynski","GDR","Praha (Stadion Rošický)","1984-08-17","women","discus-throw","GDR"
"73.42","Gabriele Reinsch","GDR","Karl-Marx-Stadt","1988-06-12","women","discus-throw","GDR"
"73.78","Daniela Costian","ROU","Bucuresti","1988-04-24","women","discus-throw","NULL"
"73.84","Daniela Costian","ROU","Bucuresti","1988-04-30","women","discus-throw","NULL"
"73.90","Diana Sachse-Gansky","GDR","Praha","1987-06-27","women","discus-throw","GDR"
"74.08","Diana Sachse-Gansky","GDR","Karl-Marx-Stadt","1987-06-20","women","discus-throw","GDR"
"74.40","Ilke Wyludda","GDR","Berlin","1988-09-13","women","discus-throw","GDR"
"74.44","Gabriele Reinsch","GDR","Berlin","1988-09-13","women","discus-throw","GDR"
"74.56","Ilke Wyludda","GDR","Neubrandenburg (Jahn Sportpark)","1989-07-23","women","discus-throw","GDR"
"74.56","Zdenka Šilhavá","TCH","Nitra","1984-08-26","women","discus-throw","NULL"
"76.80","Gabriele Reinsch","GDR","Neubrandenburg (Jahn Sportpark)","1988-07-09","women","discus-throw","GDR"
"76.20","Anita Wlodarczyk","POL","Biala Podlaska","2009-05-30","women","hammer-throw","NULL"
"76.21","Yelena Konevtseva","RUS","Sochi","2007-05-26","women","hammer-throw","NULL"
"76.24","Tatyana Beloborodova","RUS","Birmingham","2006-08-20","women","hammer-throw","NULL"
"76.26","Betty Heidler","GER","Warszawa (Stadion Narodowy)","2014-08-23","women","hammer-throw","NULL"
"76.32","Aksana Miankova","BLR","Minsk (Stayki)","2009-08-01","women","hammer-throw","NULL"
"76.33","Darya Pchelnik","BLR","Minsk (Stayki)","2008-06-29","women","hammer-throw","NULL"
"76.33","Wenxiu Zhang","CHN","Beijing (National Stadium)","2015-08-27","women","hammer-throw","NULL"
"76.34","Wenxiu Zhang","CHN","London (Olympic Stadium)","2012-08-10","women","hammer-throw","NULL"
"76.34","Aksana Miankova","BLR","Beijing (National Stadium)","2008-08-20","women","hammer-throw","NULL"
"76.34","Tatyana Beloborodova","RUS","Tula (Arsenal Stadium)","2006-06-12","women","hammer-throw","NULL"
"76.36","Yipsi Moreno","CUB","Warszawa","2007-06-17","women","hammer-throw","NULL"
"76.38","Betty Heidler","GER","Barcelona (Estadio Olímpico)","2010-07-30","women","hammer-throw","NULL"
"76.41","Tatyana Beloborodova","RUS","Cheboksary","2009-07-26","women","hammer-throw","NULL"
"76.41","Anita Wlodarczyk","POL","Ostrava (Mestský Stadion)","2014-06-16","women","hammer-throw","NULL"
"76.48","Betty Heidler","GER","Szczecin","2013-06-15","women","hammer-throw","NULL"
"76.50","Tatyana Beloborodova","RUS","Málaga","2006-06-29","women","hammer-throw","NULL"
"76.54","Tatyana Beloborodova","RUS","Zagreb","2006-08-31","women","hammer-throw","NULL"
"76.55","Betty Heidler","GER","Leverkusen","2006-07-28","women","hammer-throw","NULL"
"76.56","Alena Matoshka","BLR","Minsk (Stayki)","2012-06-12","women","hammer-throw","NULL"
"76.57","Anita Wlodarczyk","POL","Rieti (Guidobaldi)","2013-09-08","women","hammer-throw","NULL"
"76.59","Anita Wlodarczyk","POL","Ostrava","2009-06-16","women","hammer-throw","NULL"
"76.61","Anita Wlodarczyk","POL","Montreuil-sous-Bois","2016-06-07","women","hammer-throw","NULL"
"76.61","Anita Wlodarczyk","POL","Ostrava (Mestský Stadion)","2015-05-25","women","hammer-throw","NULL"
"76.62","Yipsi Moreno","CUB","Zagreb","2008-09-09","women","hammer-throw","NULL"
"76.63","Ekaterina Khoroshikh","RUS","Zhukovsky","2006-06-24","women","hammer-throw","NULL"
"76.66","Betty Heidler","GER","Pretoria (Pilditch)","2012-05-04","women","hammer-throw","NULL"
"76.66","Volha Tsandzer","BLR","Minsk","2005-07-21","women","hammer-throw","NULL"
"76.67","Tatyana Beloborodova","RUS","Göteborg (Ullevi Stadium)","2006-08-08","women","hammer-throw","NULL"
"76.70","Anita Wlodarczyk","POL","Szczecin (Miejski Stadion)","2015-08-09","women","hammer-throw","NULL"
"76.70","Anita Wlodarczyk","POL","Warszawa","2012-08-19","women","hammer-throw","NULL"
"76.72","Mariya Bespalova","RUS","Zhukovsky","2012-06-23","women","hammer-throw","RUS"
"76.75","Wenxiu Zhang","CHN","Rio de Janeiro (Estádio Olímpico)","2016-08-15","women","hammer-throw","NULL"
"76.81","Anita Wlodarczyk","POL","Szczecin","2012-07-21","women","hammer-throw","NULL"
"76.82","Martina Hrasnová","SVK","Reims","2008-07-08","women","hammer-throw","NULL"
"76.83","Kamila Skolimowska","POL","Doha","2007-05-11","women","hammer-throw","NULL"
"76.86","Aksana Miankova","BLR","Minsk","2006-06-23","women","hammer-throw","NULL"
"76.90","Martina Hrasnová","SVK","Trnava","2009-05-16","women","hammer-throw","NULL"
"76.91","Betty Heidler","GER","Fränkisch-Crumbach","2014-06-08","women","hammer-throw","NULL"
"76.93","Anita Wlodarczyk","POL","Rio de Janeiro (Estádio Olímpico)","2016-08-12","women","hammer-throw","NULL"
"76.93","Anita Wlodarczyk","POL","Torun","2013-07-19","women","hammer-throw","NULL"
"76.93","Gulfiya Agafonova","RUS","Tula (Arsenal Stadium)","2006-07-15","women","hammer-throw","NULL"
"76.94","Gulfiya Agafonova","RUS","Moskva","2006-05-31","women","hammer-throw","NULL"
"76.99","Wenxiu Zhang","CHN","Ostrava (Mestský Stadion)","2012-05-24","women","hammer-throw","NULL"
"77.06","Tatyana Beloborodova","RUS","Moskva","2005-07-15","women","hammer-throw","NULL"
"77.08","Gulfiya Agafonova","RUS","Zhukovsky","2012-06-23","women","hammer-throw","RUS"
"77.12","Betty Heidler","GER","London (Olympic Stadium)","2012-08-10","women","hammer-throw","NULL"
"77.12","Betty Heidler","GER","Berlin (Olympiastadion)","2009-08-22","women","hammer-throw","NULL"
"77.13","Oksana Kondrateva","RUS","Zhukovsky","2013-06-30","women","hammer-throw","RUS"
"77.13","Tatyana Beloborodova","RUS","Daegu (DS)","2011-09-04","women","hammer-throw","NULL"
"77.15","Anita Wlodarczyk","POL","Berlin (Olympiastadion)","2013-09-01","women","hammer-throw","NULL"
"77.20","Tatyana Beloborodova","RUS","Yerino","2012-07-22","women","hammer-throw","RUS"
"77.20","Anita Wlodarczyk","POL","Cottbus","2009-08-08","women","hammer-throw","NULL"
"77.22","Betty Heidler","GER","Ostrava (Mestský Stadion)","2011-05-30","women","hammer-throw","NULL"
"77.24","Betty Heidler","GER","Daegu","2012-05-16","women","hammer-throw","NULL"
"77.26","Gulfiya Agafonova","RUS","Tula (Arsenal Stadium)","2006-06-12","women","hammer-throw","NULL"
"77.30","Tatyana Beloborodova","RUS","Adler","2007-04-22","women","hammer-throw","NULL"
"77.32","Aksana Miankova","BLR","Minsk (Stayki)","2008-06-29","women","hammer-throw","NULL"
"77.33","Wenxiu Zhang","CHN","Incheon","2014-09-28","women","hammer-throw","NULL"
"77.40","Betty Heidler","GER","Berlin (Olympiastadion)","2011-09-11","women","hammer-throw","NULL"
"77.41","Tatyana Beloborodova","RUS","Zhukovsky","2006-06-24","women","hammer-throw","NULL"
"77.53","Betty Heidler","GER","Fränkisch-Crumbach","2011-06-12","women","hammer-throw","NULL"
"77.53","Betty Heidler","GER","Elstal","2011-09-09","women","hammer-throw","NULL"
"77.60","Anita Wlodarczyk","POL","London (Olympic Stadium)","2012-08-10","women","hammer-throw","NULL"
"77.66","Anita Wlodarczyk","POL","Warszawa (Stadion Narodowy)","2014-08-23","women","hammer-throw","NULL"
"77.68","Zheng Wang","CHN","Chengdu","2014-03-29","women","hammer-throw","NULL"
"77.70","Anita Wlodarczyk","POL","Samorín","2016-06-04","women","hammer-throw","NULL"
"77.73","Anita Wlodarczyk","POL","Beijing (National Stadium)","2015-05-20","women","hammer-throw","NULL"
"77.80","Tatyana Beloborodova","RUS","Tallinn","2006-08-15","women","hammer-throw","NULL"
"77.96","Anita Wlodarczyk","POL","Berlin (Olympiastadion)","2009-08-22","women","hammer-throw","NULL"
"78.00","Betty Heidler","GER","Ostrava (Mestský Stadion)","2014-06-16","women","hammer-throw","NULL"
"78.07","Betty Heidler","GER","Ostrava (Mestský Stadion)","2012-05-24","women","hammer-throw","NULL"
"78.10","Anita Wlodarczyk","POL","Székesfehérvár (Sóstói Stadion)","2016-07-17","women","hammer-throw","NULL"
"78.14","Anita Wlodarczyk","POL","Amsterdam (Olympisch Stadion)","2016-07-08","women","hammer-throw","NULL"
"78.15","Tatyana Beloborodova","RUS","Moskva (Luzhniki)","2013-07-24","women","hammer-throw","RUS"
"78.16","Anita Wlodarczyk","POL","Warszawa (Stadion Narodowy)","2015-09-13","women","hammer-throw","NULL"
"78.17","Anita Wlodarczyk","POL","Cetniewo (OPO)","2014-07-26","women","hammer-throw","NULL"
"78.18","Tatyana Beloborodova","RUS","London (Olympic Stadium)","2012-08-10","women","hammer-throw","RUS"
"78.19","Aksana Miankova","BLR","Minsk (Stayki)","2012-06-12","women","hammer-throw","NULL"
"78.19","Aksana Miankova","BLR","Brest, BLR","2012-04-28","women","hammer-throw","NULL"
"78.22","Anita Wlodarczyk","POL","Dubnica nad Váhom","2013-08-21","women","hammer-throw","NULL"
"78.24","Anita Wlodarczyk","POL","Kraków","2015-07-21","women","hammer-throw","NULL"
"78.28","Anita Wlodarczyk","POL","Cheboksary (Olimpiyskiy)","2015-06-01","women","hammer-throw","NULL"
"78.30","Anita Wlodarczyk","POL","Bydgoszcz (Zdzislaw Krzyszkowiak)","2010-06-06","women","hammer-throw","NULL"
"78.46","Anita Wlodarczyk","POL","Moskva (Luzhniki)","2013-08-16","women","hammer-throw","NULL"
"78.51","Tatyana Beloborodova","RUS","Cheboksary","2012-07-05","women","hammer-throw","RUS"
"78.54","Anita Wlodarczyk","POL","Ostrava (Mestský Stadion)","2016-05-19","women","hammer-throw","NULL"
"78.69","Anita Wlodarczyk","POL","Bydgoszcz (Zdzislaw Krzyszkowiak)","2016-06-26","women","hammer-throw","NULL"
"78.69","Aksana Miankova","BLR","Minsk","2012-07-18","women","hammer-throw","NULL"
"78.76","Anita Wlodarczyk","POL","Zürich (Letzigrund)","2014-08-15","women","hammer-throw","NULL"
"78.80","Tatyana Beloborodova","RUS","Moskva (Luzhniki)","2013-08-16","women","hammer-throw","RUS"
"79.42","Betty Heidler","GER","Halle","2011-05-21","women","hammer-throw","NULL"
"79.45","Anita Wlodarczyk","POL","Forbach","2016-05-29","women","hammer-throw","NULL"
"79.48","Anita Wlodarczyk","POL","Halle","2016-05-21","women","hammer-throw","NULL"
"79.58","Anita Wlodarczyk","POL","Berlin (Olympiastadion)","2014-08-31","women","hammer-throw","NULL"
"79.61","Anita Wlodarczyk","POL","Szczecin (Miejski Stadion)","2016-06-18","women","hammer-throw","NULL"
"80.26","Anita Wlodarczyk","POL","Cetniewo (OPO)","2016-07-12","women","hammer-throw","NULL"
"80.85","Anita Wlodarczyk","POL","Beijing (National Stadium)","2015-08-27","women","hammer-throw","NULL"
"81.08","Anita Wlodarczyk","POL","Cetniewo (OPO)","2015-08-01","women","hammer-throw","NULL"
"82.29","Anita Wlodarczyk","POL","Rio de Janeiro (Estádio Olímpico)","2016-08-15","women","hammer-throw","NULL"
"82.98","Anita Wlodarczyk","POL","Warszawa (Stadion Narodowy)","2016-08-28","women","hammer-throw","NULL"
"6783","Jackie Joyner-Kersee","USA","Seattle, WA","1990-07-23","women","heptathlon","NULL"
"6787","Sabine Braun","GER","Ratingen","1997-06-01","women","heptathlon","NULL"
"6788","Ramona Neubert","GDR","Kyiv","1981-06-28","women","heptathlon","GDR"
"6789","Ramona Neubert","GDR","Potsdam","1984-07-21","women","heptathlon","GDR"
"6790","Jessica Ennis-Hill","GBR","Götzis (Mösle-Stadium)","2011-05-29","women","heptathlon","NULL"
"6797","Sabine Braun","GER","Stuttgart (Gottlieb-Daimler Stadion)","1993-08-17","women","heptathlon","NULL"
"6803","Jane Frederick","USA","Talence","1984-09-16","women","heptathlon","NULL"
"6805","Anke Vater-Behmer","GDR","Götzis (Mösle-Stadium)","1988-06-19","women","heptathlon","GDR"
"6808","Brianne Theisen Eaton","CAN","Götzis (Mösle-Stadium)","2015-05-31","women","heptathlon","NULL"
"6810","Nafissatou Thiam","BEL","Rio de Janeiro (Estádio Olímpico)","2016-08-13","women","heptathlon","NULL"
"6813","Sabine John","GDR","Potsdam","1984-07-21","women","heptathlon","GDR"
"6820","Carolina Klüft","SWE","Götzis (Mösle-Stadium)","2004-05-30","women","heptathlon","NULL"
"6823","Jessica Ennis-Hill","GBR","Barcelona (Estadio Olímpico)","2010-07-31","women","heptathlon","NULL"
"6824","Carolina Klüft","SWE","Götzis (Mösle-Stadium)","2005-05-29","women","heptathlon","NULL"
"6824","Eunice Barber","FRA","Helsinki (Olympic Stadium)","2005-08-07","women","heptathlon","NULL"
"6831","Denise Lewis","GBR","Talence","2000-07-30","women","heptathlon","NULL"
"6832","Lyudmyla Blonska","UKR","Osaka (Nagai Stadium)","2007-08-26","women","heptathlon","NULL"
"6837","Jackie Joyner-Kersee","USA","Stuttgart (Gottlieb-Daimler Stadion)","1993-08-17","women","heptathlon","NULL"
"6841","Jackie Joyner-Kersee","USA","Götzis (Mösle-Stadium)","1986-05-25","women","heptathlon","NULL"
"6842","Eunice Barber","FRA","Götzis (Mösle-Stadium)","2000-06-04","women","heptathlon","NULL"
"6845","Ramona Neubert","GDR","Halle","1982-06-20","women","heptathlon","GDR"
"6845","Irina Belova","EUN","Barcelona (Estadio Olímpico)","1992-08-02","women","heptathlon","NULL"
"6847","Larisa Turchinskaya","URS","Duisburg","1989-08-29","women","heptathlon","NULL"
"6858","Anke Vater-Behmer","GDR","Seoul (Olympic Stadium)","1988-09-24","women","heptathlon","GDR"
"6859","Natalya Shubenkova","URS","Kyiv","1984-06-21","women","heptathlon","NULL"
"6861","Eunice Barber","FRA","Sevilla (La Cartuja)","1999-08-22","women","heptathlon","NULL"
"6875","Larisa Turchinskaya","URS","Helmond","1989-07-16","women","heptathlon","NULL"
"6878","Jackie Joyner-Kersee","USA","New York, NY","1991-06-13","women","heptathlon","NULL"
"6880","Tatyana Chernova","RUS","Daegu (DS)","2011-08-30","women","heptathlon","NULL"
"6887","Carolina Klüft","SWE","Helsinki (Olympic Stadium)","2005-08-07","women","heptathlon","NULL"
"6889","Eunice Barber","FRA","Arles","2005-06-05","women","heptathlon","NULL"
"6897","Sabine John","GDR","Seoul (Olympic Stadium)","1988-09-24","women","heptathlon","GDR"
"6906","Jessica Ennis-Hill","GBR","Götzis (Mösle-Stadium)","2012-05-27","women","heptathlon","NULL"
"6910","Jackie Joyner-Kersee","USA","Walnut, CA","1986-04-25","women","heptathlon","NULL"
"6935","Ramona Neubert","GDR","Moskva","1983-06-19","women","heptathlon","GDR"
"6942","Ghada Shouaa","SYR","Götzis (Mösle-Stadium)","1996-05-26","women","heptathlon","NULL"
"6946","Sabine John","GDR","Potsdam","1984-05-06","women","heptathlon","GDR"
"6952","Carolina Klüft","SWE","Athína (Olympic Stadium)","2004-08-21","women","heptathlon","NULL"
"6955","Jessica Ennis-Hill","GBR","London (Olympic Stadium)","2012-08-04","women","heptathlon","NULL"
"6979","Jackie Joyner-Kersee","USA","San José, CA","1987-06-24","women","heptathlon","NULL"
"6985","Sabine Braun","GER","Götzis (Mösle-Stadium)","1992-05-31","women","heptathlon","NULL"
"7001","Carolina Klüft","SWE","Paris Saint-Denis (Stade de France)","2003-08-24","women","heptathlon","NULL"
"7007","Larisa Turchinskaya","URS","Bryansk","1989-06-11","women","heptathlon","NULL"
"7032","Carolina Klüft","SWE","Osaka (Nagai Stadium)","2007-08-26","women","heptathlon","NULL"
"7044","Jackie Joyner-Kersee","USA","Barcelona (Estadio Olímpico)","1992-08-02","women","heptathlon","NULL"
"7128","Jackie Joyner-Kersee","USA","Roma (Stadio Olimpico)","1987-09-01","women","heptathlon","NULL"
"7148","Jackie Joyner-Kersee","USA","Moskva","1986-07-07","women","heptathlon","NULL"
"7158","Jackie Joyner-Kersee","USA","Houston, TX","1986-08-02","women","heptathlon","NULL"
"7215","Jackie Joyner-Kersee","USA","Indianapolis (University Stadium), IN","1988-07-16","women","heptathlon","NULL"
"7291","Jackie Joyner-Kersee","USA","Seoul (Olympic Stadium)","1988-09-24","women","heptathlon","NULL"
"2.03","Stefka Kostadinova","BUL","Sofia","1996-06-16","women","high-jump","NULL"
"2.03","Tatyana Babashkina","RUS","Bratislava","1995-05-30","women","high-jump","NULL"
"2.03","Inha Babakova","UKR","Bratislava","1995-05-30","women","high-jump","NULL"
"2.03","Inha Babakova","UKR","Nikipol","1995-05-03","women","high-jump","NULL"
"2.03","Heike Henkel","GER","Hengelo","1992-06-28","women","high-jump","NULL"
"2.03","Heike Henkel","GER","München","1992-06-20","women","high-jump","NULL"
"2.03","Louise Ritter","USA","Austin, TX","1988-07-08","women","high-jump","NULL"
"2.03","Stefka Kostadinova","BUL","Formia","1987-08-11","women","high-jump","NULL"
"2.03","Stefka Kostadinova","BUL","Moskva","1986-07-07","women","high-jump","NULL"
"2.03","Tamara Bykova","RUS","Moskva","1984-08-06","women","high-jump","NULL"
"2.03","Ulrike Meyfarth","FRG","London (Crystal Palace)","1983-08-21","women","high-jump","NULL"
"2.03","Stefka Kostadinova","BUL","Padova","1991-09-15","women","high-jump","NULL"
"2.03","Stefka Kostadinova","BUL","Sofia","1988-05-22","women","high-jump","NULL"
"2.03","Lyudmila Andonova","BUL","Rieti","1984-09-02","women","high-jump","NULL"
"2.03","Heike Henkel","GER","Ingolstadt","1992-07-19","women","high-jump","NULL"
"2.03","Silvia Costa","CUB","Köln","1989-08-20","women","high-jump","NULL"
"2.03","Inha Babakova","UKR","Wörrstadt","1995-05-27","women","high-jump","NULL"
"2.03","Louise Ritter","USA","Seoul (Olympic Stadium)","1988-09-30","women","high-jump","NULL"
"2.03","Stefka Kostadinova","BUL","Sevilla","1992-06-06","women","high-jump","NULL"
"2.03","Inha Babakova","UKR","Monaco (Stade Louis II)","1995-09-09","women","high-jump","NULL"
"2.03","Tamara Bykova","RUS","London","1983-08-21","women","high-jump","NULL"
"2.04","Irina Gordeeva","RUS","Eberstadt","2012-08-19","women","high-jump","RUS"
"2.04","Brigetta Barrett","USA","Des Moines, IA","2013-06-22","women","high-jump","NULL"
"2.04","Blanka Vlašic","CRO","Thessaloníki","2009-09-13","women","high-jump","NULL"
"2.04","Blanka Vlašic","CRO","Banská Bystrica","2009-06-21","women","high-jump","NULL"
"2.04","Venelina Veneva-Mateeva","BUL","Kalamáta","2001-06-02","women","high-jump","NULL"
"2.04","Hestrie Cloete","RSA","Monaco (Stade Louis II)","1999-08-04","women","high-jump","NULL"
"2.04","Stefka Kostadinova","BUL","Tokyo","1996-09-16","women","high-jump","NULL"
"2.04","Inha Babakova","UKR","Hechtel","1995-07-22","women","high-jump","NULL"
"2.04","Stefka Kostadinova","BUL","Wörrstadt","1993-05-29","women","high-jump","NULL"
"2.04","Stefka Kostadinova","BUL","Formia","1988-06-19","women","high-jump","NULL"
"2.04","Tamara Bykova","URS","Roma (Stadio Olimpico)","1987-08-30","women","high-jump","NULL"
"2.04","Stefka Kostadinova","BUL","Dráma","1987-08-08","women","high-jump","NULL"
"2.04","Stefka Kostadinova","BUL","Rieti","1985-09-04","women","high-jump","NULL"
"2.04","Stefka Kostadinova","BUL","Bruxelles","1985-08-30","women","high-jump","NULL"
"2.04","Blanka Vlašic","CRO","Doha","2007-05-11","women","high-jump","NULL"
"2.04","Stefka Kostadinova","BUL","Bern","1986-08-20","women","high-jump","NULL"
"2.04","Heike Henkel","GER","Monaco (Stade Louis II)","1991-08-03","women","high-jump","NULL"
"2.04","Blanka Vlašic","CRO","Oslo (Bislett)","2008-06-06","women","high-jump","NULL"
"2.04","Tamara Bykova","URS","Pisa","1983-08-25","women","high-jump","NULL"
"2.04","Chaunté Lowe","USA","Cottbus","2010-05-30","women","high-jump","NULL"
"2.04","Kajsa Bergqvist","SWE","Sollentuna","2006-07-16","women","high-jump","NULL"
"2.04","Venelina Veneva-Mateeva","BUL","Zürich","2006-08-18","women","high-jump","NULL"
"2.04","Heike Henkel","GER","Wörrstadt","1992-05-30","women","high-jump","NULL"
"2.04","Blanka Vlašic","CRO","Zagreb","2008-09-09","women","high-jump","NULL"
"2.04","Silvia Costa","CUB","Barcelona (Estadio Olímpico)","1989-09-09","women","high-jump","NULL"
"2.04","Hestrie Cloete","RSA","Zürich","2004-08-06","women","high-jump","NULL"
"2.04","Kajsa Bergqvist","SWE","Lausanne (Pontaise)","2002-07-02","women","high-jump","NULL"
"2.04","Stefka Kostadinova","BUL","Stara Zagora (Beroe Stadium)","1992-06-27","women","high-jump","NULL"
"2.04","Blanka Vlašic","CRO","Zürich (Letzigrund)","2007-09-07","women","high-jump","NULL"
"2.04","Blanka Vlašic","CRO","Berlin (Olympiastadion)","2009-08-20","women","high-jump","NULL"
"2.04","Elena Slesarenko","RUS","Bydgoszcz (Zdzislaw Krzyszkowiak)","2004-06-20","women","high-jump","NULL"
"2.04","Blanka Vlašic","CRO","Split","2009-05-16","women","high-jump","NULL"
"2.04","Anna Chicherova","RUS","Zagreb","2008-09-09","women","high-jump","NULL"
"2.05","Anna Chicherova","RUS","London (Olympic Stadium)","2012-08-11","women","high-jump","RUS"
"2.05","Anna Chicherova","RUS","Bruxelles (Boudewijnstadion)","2011-09-16","women","high-jump","NULL"
"2.05","Blanka Vlašic","CRO","Split (Poljud Stadion)","2010-09-05","women","high-jump","NULL"
"2.05","Chaunté Lowe","USA","Des Moines, IA","2010-06-26","women","high-jump","NULL"
"2.05","Blanka Vlašic","CRO","Beijing (National Stadium)","2008-08-23","women","high-jump","NULL"
"2.05","Blanka Vlašic","CRO","Ostrava","2008-06-12","women","high-jump","NULL"
"2.05","Blanka Vlašic","CRO","Osaka (Nagai Stadium)","2007-09-02","women","high-jump","NULL"
"2.05","Blanka Vlašic","CRO","Madrid","2007-07-21","women","high-jump","NULL"
"2.05","Hestrie Cloete","RSA","Berlin (Olympiastadion)","2003-08-10","women","high-jump","NULL"
"2.05","Stefka Kostadinova","BUL","Atlanta (Olympic Stadium), GA","1996-08-03","women","high-jump","NULL"
"2.05","Inha Babakova","UKR","Tokyo","1995-09-15","women","high-jump","NULL"
"2.05","Stefka Kostadinova","BUL","Fukuoka","1993-09-18","women","high-jump","NULL"
"2.05","Heike Henkel","GER","Tokyo (Olympic Stadium)","1991-08-31","women","high-jump","NULL"
"2.05","Stefka Kostadinova","BUL","Budapest","1988-08-12","women","high-jump","NULL"
"2.05","Stefka Kostadinova","BUL","Oslo (Bislett)","1987-07-04","women","high-jump","NULL"
"2.05","Stefka Kostadinova","BUL","Rieti","1986-09-07","women","high-jump","NULL"
"2.05","Stefka Kostadinova","BUL","Wörrstadt","1986-06-14","women","high-jump","NULL"
"2.05","Tamara Bykova","URS","Kyiv","1984-06-22","women","high-jump","NULL"
"2.05","Kajsa Bergqvist","SWE","London (Crystal Palace)","2006-07-28","women","high-jump","NULL"
"2.05","Tia Hellebaut","BEL","Beijing (National Stadium)","2008-08-23","women","high-jump","NULL"
"2.05","Blanka Vlašic","CRO","Doha","2009-05-08","women","high-jump","NULL"
"2.05","Blanka Vlašic","CRO","Bydgoszcz (Zdzislaw Krzyszkowiak)","2008-07-01","women","high-jump","NULL"
"2.05","Stefka Kostadinova","BUL","San Marino","1992-07-04","women","high-jump","NULL"
"2.05","Kajsa Bergqvist","SWE","Poznan","2002-08-18","women","high-jump","NULL"
"2.05","Stefka Kostadinova","BUL","Padova","1987-09-13","women","high-jump","NULL"
"2.06","Ariane Friedrich","GER","Berlin (Olympiastadion)","2009-06-14","women","high-jump","NULL"
"2.06","Blanka Vlašic","CRO","Madrid","2008-07-05","women","high-jump","NULL"
"2.06","Blanka Vlašic","CRO","Istanbul","2008-06-22","women","high-jump","NULL"
"2.06","Elena Slesarenko","RUS","Athína (Olympic Stadium)","2004-08-28","women","high-jump","NULL"
"2.06","Hestrie Cloete","RSA","Paris Saint-Denis (Stade de France)","2003-08-31","women","high-jump","NULL"
"2.06","Kajsa Bergqvist","SWE","Eberstadt","2003-07-26","women","high-jump","NULL"
"2.06","Stefka Kostadinova","BUL","Rieti","1987-09-08","women","high-jump","NULL"
"2.06","Stefka Kostadinova","BUL","Wörrstadt","1987-06-06","women","high-jump","NULL"
"2.06","Stefka Kostadinova","BUL","Cagliari","1986-09-14","women","high-jump","NULL"
"2.06","Stefka Kostadinova","BUL","Fürth","1986-06-15","women","high-jump","NULL"
"2.06","Stefka Kostadinova","BUL","Moskva","1985-08-18","women","high-jump","NULL"
"2.06","Blanka Vlašic","CRO","Thessaloníki","2007-07-30","women","high-jump","NULL"
"2.07","Stefka Kostadinova","BUL","Sofia","1988-09-03","women","high-jump","NULL"
"2.07","Stefka Kostadinova","BUL","Sofia","1986-05-25","women","high-jump","NULL"
"2.07","Lyudmila Andonova","BUL","Berlin","1984-07-20","women","high-jump","NULL"
"2.07","Stefka Kostadinova","BUL","Cagliari","1987-09-16","women","high-jump","NULL"
"2.07","Blanka Vlašic","CRO","Stockholm","2007-08-07","women","high-jump","NULL"
"2.07","Anna Chicherova","RUS","Cheboksary","2011-07-22","women","high-jump","NULL"
"2.08","Stefka Kostadinova","BUL","Sofia","1986-05-31","women","high-jump","NULL"
